colony,depth,date,reef,score,mortality,C.SH,D.SH,tot.SH,propD,syms,dom,tdom,vis,days,year
125,7,2015-11-04,44,2,1,0.167089566167166,0.0210090563268985,0.188098622494064,0.111691707511369,CD,C,C,bleached,376,y2
125,7,2015-12-04,44,NA,NA,0.00814874473250091,0.0434471445047694,0.0515958892372703,0.842066008494827,DC,D,C,bleached,406,y2
125,7,2015-12-17,44,2,1,0.179181494659775,0.0156467319580317,0.194828226617807,0.0803103956221179,CD,C,C,bleached,419,y2
125,7,2016-01-20,44,2,1,0.0219359888461032,0.0315964256223019,0.0535324144684051,0.590229787616812,DC,D,C,bleached,453,y2
125,7,2016-02-11,44,2,1,0.00352464470692743,0.0363463718996213,0.0398710166065488,0.911598825239171,DC,D,C,bleached,475,y2
125,7,2016-03-31,44,NA,NA,0.0101755003935713,0.0216379130736113,0.0318134134671826,0.680150625645126,DC,D,C,bleached,524,y2
126,7,2014-10-24,44,3,0,1.34286964128009e-05,0.0406581919677596,0.0406716206641724,0.999669826375406,DC,D,D,not bleached,0,y1
126,7,2014-11-04,44,3,0,NA,0.0449836588644972,0.0449836588644972,1,D,D,D,not bleached,11,y1
126,7,2014-11-24,44,3,0,NA,0.136162591128949,0.136162591128949,1,D,D,D,not bleached,31,y1
126,7,2014-12-16,44,3,0,NA,0.406268908821611,0.406268908821611,1,D,D,D,not bleached,53,y1
126,7,2015-01-14,44,3,0,NA,NA,NA,NA,NA,NA,NA,NA,82,y1
126,7,2015-05-06,44,3,0,NA,0.616030519263336,0.616030519263336,1,D,D,D,not bleached,194,y1
126,7,2015-08-11,44,3,0,0,0.0620491463020152,0.0620491463020152,1,D,D,D,not bleached,291,y2
126,7,2015-09-14,44,3,0,0,0.336296383981617,0.336296383981617,1,D,D,D,not bleached,325,y2
126,7,2015-10-01,44,3,0,0,0.00611939682252855,0.00611939682252855,1,D,D,D,not bleached,342,y2
126,7,2015-10-21,44,3,0,0,0.456569113688657,0.456569113688657,1,D,D,D,not bleached,362,y2
126,7,2015-11-04,44,3,0,0,0.122563828344636,0.122563828344636,1,D,D,D,not bleached,376,y2
126,7,2015-12-04,44,NA,NA,0,0.094742475046927,0.094742475046927,1,D,D,D,not bleached,406,y2
126,7,2015-12-17,44,3,0,0,0.201577311601319,0.201577311601319,1,D,D,D,not bleached,419,y2
126,7,2016-01-20,44,3,0,0,0.296818963293764,0.296818963293764,1,D,D,D,not bleached,453,y2
126,7,2016-02-11,44,3,0,0,0.146188848683835,0.146188848683835,1,D,D,D,not bleached,475,y2
126,7,2016-03-31,44,NA,NA,0,0.036777192752347,0.036777192752347,1,D,D,D,not bleached,524,y2
127,10,2014-10-24,44,1,0,0.0574759771190326,NA,0.0574759771190326,0,C,C,C,bleached,0,y1
127,10,2014-11-04,44,NA,No pic,NA,NA,NA,NA,NA,NA,NA,NA,11,y1
127,10,2014-11-24,44,2,0,2.47962952583053,NA,2.47962952583053,0,C,C,C,bleached,31,y1
127,10,2014-12-16,44,2,0,0.133065478947539,NA,0.133065478947539,0,C,C,C,bleached,53,y1
127,10,2015-01-14,44,3,0,NA,NA,NA,NA,NA,NA,NA,NA,82,y1
127,10,2015-05-06,44,3,0,0.174571495702133,NA,0.174571495702133,0,C,C,C,bleached,194,y1
127,10,2015-08-11,44,3,0,0.170624125022609,0,0.170624125022609,0,C,C,C,bleached,291,y2
127,10,2015-09-14,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,325,y2
127,10,2015-10-01,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,342,y2
127,10,2015-10-21,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,362,y2
127,10,2015-11-04,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,376,y2
127,10,2015-12-17,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,419,y2
127,10,2016-01-20,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,453,y2
127,10,2016-02-11,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,475,y2
128,10,2014-10-24,44,3,0,0.355929119353485,0.0102058738628882,0.366134993216373,0.0278746201591741,CD,C,C,not bleached,0,y1
128,10,2014-11-04,44,NA,No pic,NA,NA,NA,NA,NA,NA,NA,NA,11,y1
128,10,2014-11-24,44,3,0,0.974706380068116,0.245004671342642,1.21971105141076,0.200871076030066,CD,C,C,not bleached,31,y1
128,10,2014-12-16,44,3,0,0.0443228204043013,0.0839062821800462,0.128229102584347,0.654346638079711,DC,D,C,not bleached,53,y1
128,10,2015-01-14,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,82,y1
128,10,2015-05-06,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,194,y1
128,10,2015-08-11,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,291,y2
128,10,2015-09-14,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,325,y2
128,10,2015-10-01,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,342,y2
128,10,2015-10-21,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,362,y2
128,10,2015-11-04,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,376,y2
128,10,2015-12-17,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,419,y2
128,10,2016-01-20,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,453,y2
128,10,2016-02-11,44,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,475,y2
129,6,2014-10-24,44,1,0,0.00323871096569454,NA,0.00323871096569454,0,C,C,C,bleached,0,y1
129,6,2014-11-04,44,1,1,0.00857509362184629,NA,0.00857509362184629,0,C,C,C,bleached,11,y1
129,6,2014-11-24,44,1,2,0.00760770881199622,NA,0.00760770881199622,0,C,C,C,bleached,31,y1
129,6,2014-12-16,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,53,y1
129,6,2015-01-14,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,82,y1
129,6,2015-05-06,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,194,y1
129,6,2015-08-11,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,291,y2
129,6,2015-09-14,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,325,y2
129,6,2015-10-01,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,342,y2
129,6,2015-10-21,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,362,y2
129,6,2015-11-04,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,376,y2
129,6,2015-12-17,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,419,y2
129,6,2016-01-20,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,453,y2
129,6,2016-02-11,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,475,y2
130,6,2014-10-24,44,3,0,3.20747001393898,NA,3.20747001393898,0,C,C,C,not bleached,0,y1
130,6,2014-11-04,44,3,0,0.552223461459386,NA,0.552223461459386,0,C,C,C,not bleached,11,y1
130,6,2014-11-24,44,3,0,0.114934402775876,NA,0.114934402775876,0,C,C,C,not bleached,31,y1
130,6,2014-12-16,44,3,0,NA,NA,NA,NA,NA,NA,NA,NA,53,y1
130,6,2015-01-14,44,3,0,0.094899042937605,NA,0.094899042937605,0,C,C,C,not bleached,82,y1
130,6,2015-05-06,44,3,0,0.862765805087666,NA,0.862765805087666,0,C,C,C,not bleached,194,y1
130,6,2015-08-11,44,2,0,NA,NA,NA,NA,NA,NA,NA,NA,291,y2
130,6,2015-09-14,44,1,0,0.000307749376204987,0,0.000307749376204987,0,C,C,C,not bleached,325,y2
130,6,2015-10-01,44,1,2,NA,NA,NA,NA,NA,NA,NA,NA,342,y2
130,6,2015-10-21,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,362,y2
130,6,2015-11-04,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,376,y2
130,6,2015-12-17,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,419,y2
130,6,2016-01-20,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,453,y2
130,6,2016-02-11,44,0,3,NA,NA,NA,NA,NA,NA,NA,NA,475,y2
131,8,2014-10-24,44,1,0,0.00409633209866378,NA,0.00409633209866378,0,C,C,C,bleached,0,y1
131,8,2014-11-04,44,1,0,0.00283360797493417,NA,0.00283360797493417,0,C,C,C,bleached,11,y1
131,8,2014-11-24,44,2,0,0.0155623810777701,NA,0.0155623810777701,0,C,C,C,bleached,31,y1
131,8,2014-12-16,44,2,0,0.0206060813987968,NA,0.0206060813987968,0,C,C,C,bleached,53,y1
131,8,2015-01-14,44,2,0,0.0309017133900946,NA,0.0309017133900946,0,C,C,C,bleached,82,y1
131,8,2015-05-06,44,3,0,0.167194218757892,NA,0.167194218757892,0,C,C,C,bleached,194,y1
131,8,2015-08-11,44,2,0,0.0285402850234178,0,0.0285402850234178,0,C,C,C,bleached,291,y2
131,8,2015-09-14,44,1,1,0.00033195919926521,0,0.00033195919926521,0,C,C,C,bleached,325,y2
131,8,2015-10-01,44,1,1,0.000115633220523176,0,0.000115633220523176,0,C,C,C,bleached,342,y2
131,8,2015-10-21,44,1,1,NA,NA,NA,NA,NA,NA,NA,NA,362,y2
131,8,2015-11-04,44,1,2,0.00704489320967092,0,0.00704489320967092,0,C,C,C,bleached,376,y2
131,8,2015-12-04,44,NA,NA,0.0032279714922427,0,0.0032279714922427,0,C,C,C,bleached,406,y2
131,8,2015-12-17,44,2,2,NA,NA,NA,NA,NA,NA,NA,NA,419,y2
131,8,2016-01-20,44,2,2,0.110345029728849,0,0.110345029728849,0,C,C,C,bleached,453,y2
131,8,2016-02-11,44,2,2,0.0514456731010674,0,0.0514456731010674,0,C,C,C,bleached,475,y2
131,8,2016-03-31,44,NA,NA,0.0341562535956023,0,0.0341562535956023,0,C,C,C,bleached,524,y2
132,8,2014-10-24,44,3,0,0.0994046832236095,NA,0.0994046832236095,0,C,C,C,not bleached,0,y1
132,8,2014-11-04,44,3,0,0.0298321590229153,NA,0.0298321590229153,0,C,C,C,not bleached,11,y1
132,8,2014-11-24,44,3,0,0.186892983576306,NA,0.186892983576306,0,C,C,C,not bleached,31,y1
132,8,2014-12-16,44,3,0,0.0206257872802501,NA,0.0206257872802501,0,C,C,C,not bleached,53,y1
132,8,2015-01-14,44,3,0,0.0561927666319683,NA,0.0561927666319683,0,C,C,C,not bleached,82,y1
132,8,2015-05-06,44,3,0,0.109776151502657,NA,0.109776151502657,0,C,C,C,not bleached,194,y1
132,8,2015-08-11,44,3,0,0.0347834188754169,0,0.0347834188754169,0,C,C,C,not bleached,291,y2
132,8,2015-09-14,44,3,0,0.0652826554865935,0,0.0652826554865935,0,C,C,C,not bleached,325,y2
132,8,2015-10-01,44,3,1,0.048518997529211,0,0.048518997529211,0,C,C,C,not bleached,342,y2
132,8,2015-10-21,44,3,1,0.0440899469984034,0,0.0440899469984034,0,C,C,C,not bleached,362,y2
132,8,2015-11-04,44,3,1,0.177919131129277,0,0.177919131129277,0,C,C,C,not bleached,376,y2
132,8,2015-12-04,44,NA,NA,0.0400610363374097,0,0.0400610363374097,0,C,C,C,not bleached,406,y2
132,8,2015-12-17,44,3,1,0.0732561429373197,0,0.0732561429373197,0,C,C,C,not bleached,419,y2
132,8,2016-01-20,44,3,1,0.0835766390123951,0,0.0835766390123951,0,C,C,C,not bleached,453,y2
132,8,2016-02-11,44,3,2,0.0965181151792574,0,0.0965181151792574,0,C,C,C,not bleached,475,y2
132,8,2016-03-31,44,NA,NA,0.0437550562808812,0,0.0437550562808812,0,C,C,C,not bleached,524,y2
137,1,2014-10-24,44,1,0,2.28880502930263,0.00188697290986296,2.29069200221249,0.000823756711090101,CD,C,C,bleached,0,y1
137,1,2014-11-04,44,2,0,0.0356341117460288,NA,0.0356341117460288,0,C,C,C,bleached,11,y1
137,1,2014-11-24,44,2,0,0.224834967398115,NA,0.224834967398115,0,C,C,C,bleached,31,y1
137,1,2014-12-16,44,2,0,0.082035890175297,NA,0.082035890175297,0,C,C,C,bleached,53,y1
137,1,2015-01-14,44,3,0,NA,NA,NA,NA,NA,NA,NA,NA,82,y1
137,1,2015-05-06,44,3,0,NA,NA,NA,NA,NA,NA,NA,NA,194,y1
137,1,2015-08-11,44,1,0,0.480195421413838,0,0.480195421413838,0,C,C,C,bleached,291,y2
137,1,2015-09-14,44,1,0,0.0200444070788721,0,0.0200444070788721,0,C,C,C,bleached,325,y2
137,1,2015-10-01,44,1,0,0.0642991534150874,0,0.0642991534150874,0,C,C,C,bleached,342,y2
137,1,2015-10-21,44,1,0,NA,NA,NA,NA,NA,NA,NA,NA,362,y2
137,1,2015-11-04,44,2,0,0.0630086431571893,0,0.0630086431571893,0,C,C,C,bleached,376,y2
137,1,2015-12-04,44,NA,NA,0.0527931131517859,0,0.0527931131517859,0,C,C,C,bleached,406,y2
137,1,2015-12-17,44,2,0,NA,NA,NA,NA,NA,NA,NA,NA,419,y2
137,1,2016-01-20,44,2,0,0.0904361604628673,0,0.0904361604628673,0,C,C,C,bleached,453,y2
137,1,2016-02-11,44,3,0,0.136596606963036,0,0.136596606963036,0,C,C,C,bleached,475,y2
137,1,2016-03-31,44,NA,NA,0.0788821974883294,0,0.0788821974883294,0,C,C,C,bleached,524,y2
138,1,2014-10-24,44,3,0,0.00401629041296108,0.0251356937160048,0.0291519841289658,0.862229260444388,DC,D,D,not bleached,0,y1
138,1,2014-11-04,44,3,0,0.0123320313545437,0.949483260952649,0.961815292307193,0.987178378787302,DC,D,D,not bleached,11,y1
138,1,2014-11-24,44,3,0,NA,NA,NA,NA,NA,NA,NA,NA,31,y1
138,1,2014-12-16,44,3,0,0.000115938163845996,0.0849848530711872,0.0851007912350333,0.998637637063493,DC,D,D,not bleached,53,y1
138,1,2015-01-14,44,3,0,0.015050015081052,0.192065790221434,0.207115805302486,0.927335265123432,DC,D,D,not bleached,82,y1
138,1,2015-05-06,44,3,0,0.000849209839549009,0.417286093309138,0.418135303148687,0.997969054913196,DC,D,D,not bleached,194,y1
138,1,2015-08-11,44,3,0,0.000458526759771332,0.105473697109035,0.105932223868807,0.995671508224549,DC,D,D,not bleached,291,y2
138,1,2015-09-14,44,3,0,0.00146950252460722,0.288042814006838,0.289512316531445,0.994924214132881,DC,D,D,not bleached,325,y2
138,1,2015-10-01,44,3,0,0,0.0284664257877655,0.0284664257877655,1,D,D,D,not bleached,342,y2
138,1,2015-10-21,44,3,0,0,0.0667890392439075,0.0667890392439075,1,D,D,D,not bleached,362,y2
138,1,2015-11-04,44,3,0,0,0.410671054951041,0.410671054951041,1,D,D,D,not bleached,376,y2
138,1,2015-12-04,44,NA,NA,0,0.113542567195619,0.113542567195619,1,D,D,D,not bleached,406,y2
138,1,2015-12-17,44,3,0,NA,NA,NA,NA,NA,NA,NA,NA,419,y2
138,1,2016-01-20,44,3,0,0,0.152259607723181,0.152259607723181,1,D,D,D,not bleached,453,y2
138,1,2016-02-11,44,3,0,0,0.580736320616386,0.580736320616386,1,D,D,D,not bleached,475,y2
138,1,2016-03-31,44,NA,NA,0,0.170879966156452,0.170879966156452,1,D,D,D,not bleached,524,y2
19,5,2014-10-24,HIMB,1,0,0.0153539185785561,NA,0.0153539185785561,0,C,C,C,bleached,0,y1
19,5,2014-11-04,HIMB,1,0,0.0141599683196382,2.89975818321247e-05,0.0141889659014703,0.00204367126071674,CD,C,C,bleached,11,y1
19,5,2014-11-24,HIMB,1,1,0.0164476072785401,0.000303944800891667,0.0167515520794318,0.018144276987018,CD,C,C,bleached,31,y1
19,5,2014-12-16,HIMB,2,1,0.0166823065311559,NA,0.0166823065311559,0,C,C,C,bleached,53,y1
19,5,2015-01-14,HIMB,2,1,0.0578993351745811,NA,0.0578993351745811,0,C,C,C,bleached,82,y1
19,5,2015-05-06,HIMB,2,1,0.0109148808584592,NA,0.0109148808584592,0,C,C,C,bleached,194,y1
19,5,2015-08-11,HIMB,2,1,0.0449213019753021,0,0.0449213019753021,0,C,C,C,bleached,291,y2
19,5,2015-09-14,HIMB,1,1,0.00341249714148347,0,0.00341249714148347,0,C,C,C,bleached,325,y2
19,5,2015-10-01,HIMB,1,1,0.00331332067084787,0,0.00331332067084787,0,C,C,C,bleached,342,y2
19,5,2015-10-21,HIMB,1,1,0.00137742888637242,0,0.00137742888637242,0,C,C,C,bleached,362,y2
19,5,2015-11-04,HIMB,1,1,0.00958865084500781,0,0.00958865084500781,0,C,C,C,bleached,376,y2
19,5,2015-12-04,HIMB,NA,NA,0.018222864306263,0,0.018222864306263,0,C,C,C,bleached,406,y2
19,5,2015-12-17,HIMB,1,2,0.207523058542461,0,0.207523058542461,0,C,C,C,bleached,419,y2
19,5,2016-01-20,HIMB,1,2,0.082583281304467,0,0.082583281304467,0,C,C,C,bleached,453,y2
19,5,2016-02-11,HIMB,1,2,0.0337690066743939,0,0.0337690066743939,0,C,C,C,bleached,475,y2
19,5,2016-03-31,HIMB,NA,NA,0.0285027227888129,0,0.0285027227888129,0,C,C,C,bleached,524,y2
2,5,2014-10-24,HIMB,3,0,0.00565165299096516,0.0480832761163127,0.0537349291072778,0.89482347730129,DC,D,D,not bleached,0,y1
2,5,2014-11-04,HIMB,3,0,NA,0.155172484265082,0.155172484265082,1,D,D,D,not bleached,11,y1
2,5,2014-11-24,HIMB,3,0,0.00867064800239982,0.0832207757289665,0.0918914237313663,0.905642467486983,DC,D,D,not bleached,31,y1
2,5,2014-12-16,HIMB,3,0,9.33387192985383e-06,0.127093546564757,0.127102880436687,0.999926564434277,DC,D,D,not bleached,53,y1
2,5,2015-01-14,HIMB,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,82,y1
2,5,2015-05-06,HIMB,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,194,y1
2,5,2015-08-11,HIMB,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,291,y2
2,5,2015-09-14,HIMB,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,325,y2
2,5,2015-10-01,HIMB,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,342,y2
2,5,2015-10-21,HIMB,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,362,y2
2,5,2015-11-04,HIMB,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,376,y2
2,5,2015-12-17,HIMB,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,419,y2
2,5,2016-01-20,HIMB,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,453,y2
2,5,2016-02-11,HIMB,NA,missing,NA,NA,NA,NA,NA,NA,NA,NA,475,y2
20,5,2014-10-24,HIMB,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,y1
20,5,2014-11-04,HIMB,3,0,NA,0.588199152854704,0.588199152854704,1,D,D,D,not bleached,11,y1
20,5,2014-11-24,HIMB,3,0,NA,NA,NA,NA,NA,NA,NA,NA,31,y1
20,5,2014-12-16,HIMB,3,0,NA,0.0764118678271293,0.0764118678271293,1,D,D,D,not bleached,53,y1
20,5,2015-01-14,HIMB,3,0,NA,NA,NA,NA,NA,NA,NA,NA,82,y1
20,5,2015-05-06,HIMB,3,0,NA,0.329045534117168,0.329045534117168,1,D,D,D,not bleached,194,y1
20,5,2015-08-11,HIMB,3,0,0,0.402568214567198,0.402568214567198,1,D,D,D,not bleached,291,y2
20,5,2015-09-14,HIMB,3,0,0,0.0184543555961727,0.0184543555961727,1,D,D,D,not bleached,325,y2
20,5,2015-10-01,HIMB,3,0,0,0.677388392922436,0.677388392922436,1,D,D,D,not bleached,342,y2
20,5,2015-10-21,HIMB,3,0,0,0.0755960766043167,0.0755960766043167,1,D,D,D,not bleached,362,y2
20,5,2015-11-04,HIMB,3,0,0,0.0480824817312301,0.0480824817312301,1,D,D,D,not bleached,376,y2
20,5,2015-12-04,HIMB,NA,NA,0,0.108206207599061,0.108206207599061,1,D,D,D,not bleached,406,y2
20,5,2015-12-17,HIMB,3,0,0.000202504775804183,0.309123485504699,0.309325990280504,0.999345335399652,DC,D,D,not bleached,419,y2
20,5,2016-01-20,HIMB,3,0,0,0.142793792717132,0.142793792717132,1,D,D,D,not bleached,453,y2
20,5,2016-02-11,HIMB,3,0,0,0.185090810142229,0.185090810142229,1,D,D,D,not bleached,475,y2
20,5,2016-03-31,HIMB,NA,NA,0,0.0596350851118059,0.0596350851118059,1,D,D,D,not bleached,524,y2
201,5,2015-10-01,42,1,0,7.60492503795437e-05,0,7.60492503795437e-05,0,C,C,C,bleached,342,y2
201,5,2015-10-21,42,1,0,0.000236707584384752,0,0.000236707584384752,0,C,C,C,bleached,362,y2
201,5,2015-11-04,42,1,2,0.000100744838915315,0,0.000100744838915315,0,C,C,C,bleached,376,y2
201,5,2015-12-04,42,NA,NA,0.00699380628905123,0.564660325117856,0.571654131406907,0.987765668251468,DC,D,C,bleached,406,y2
201,5,2015-12-17,42,2,2,0.0272744431624795,0,0.0272744431624795,0,C,C,C,bleached,419,y2
201,5,2016-01-20,42,3,2,0.641576655112639,0,0.641576655112639,0,C,C,C,bleached,453,y2
201,5,2016-02-11,42,3,2,0.00827711405665993,0.808379797012534,0.816656911069194,0.989864637224678,DC,D,C,bleached,475,y2
201,5,2016-03-31,42,NA,NA,0.0104246557488889,0.433455312905775,0.443879968654663,0.9765146965733,DC,D,C,bleached,524,y2
202,5,2015-10-01,42,3,0,0.0255584393067499,0,0.0255584393067499,0,C,C,C,not bleached,342,y2
202,5,2015-10-21,42,3,0,0.0132152135902432,0,0.0132152135902432,0,C,C,C,not bleached,362,y2
202,5,2015-11-04,42,3,0,0.105644791975978,0,0.105644791975978,0,C,C,C,not bleached,376,y2
202,5,2015-12-04,42,NA,NA,0.0418506416630416,0,0.0418506416630416,0,C,C,C,not bleached,406,y2
202,5,2015-12-17,42,3,0,0.0474398596813671,0,0.0474398596813671,0,C,C,C,not bleached,419,y2
202,5,2016-01-20,42,3,0,0.0465925645868098,0,0.0465925645868098,0,C,C,C,not bleached,453,y2
202,5,2016-02-11,42,3,0,0.0177916429720518,0,0.0177916429720518,0,C,C,C,not bleached,475,y2
202,5,2016-03-31,42,NA,NA,0.0122662966141591,0,0.0122662966141591,0,C,C,C,not bleached,524,y2
205,3,2015-10-01,42,1,0,NA,NA,NA,NA,NA,NA,NA,NA,342,y2
205,3,2015-10-21,42,1,0,0.00501144912486261,0,0.00501144912486261,0,C,C,C,bleached,362,y2
205,3,2015-11-04,42,2,0,0.151994766318151,0,0.151994766318151,0,C,C,C,bleached,376,y2
205,3,2015-12-04,42,NA,NA,0.0193871366480541,0,0.0193871366480541,0,C,C,C,bleached,406,y2
205,3,2015-12-17,42,2,0,NA,NA,NA,NA,NA,NA,NA,NA,419,y2
205,3,2016-01-20,42,2,0,0.0878839517417114,0,0.0878839517417114,0,C,C,C,bleached,453,y2
205,3,2016-02-11,42,2,0,0.0561758380687504,0,0.0561758380687504,0,C,C,C,bleached,475,y2
205,3,2016-03-31,42,NA,NA,0.0328433148070417,0,0.0328433148070417,0,C,C,C,bleached,524,y2
206,3,2015-10-01,42,3,0,0.00141360381404483,0.161746362328202,0.163159966142247,0.991336086618133,DC,D,D,not bleached,342,y2
206,3,2015-10-21,42,3,0,0.0422909726900762,0.0551175347285712,0.0974085074186473,0.565839023604829,DC,D,D,not bleached,362,y2
206,3,2015-11-04,42,3,0,0.0951695297607277,0.0662978167265384,0.161467346487266,0.410595814998216,CD,C,D,not bleached,376,y2
206,3,2015-12-04,42,NA,NA,0.0557588088792385,0.104904987265848,0.160663796145087,0.652947271151954,DC,D,D,not bleached,406,y2
206,3,2015-12-17,42,3,0,NA,NA,NA,NA,NA,NA,NA,NA,419,y2
206,3,2016-01-20,42,3,0,0.197934301282714,0.0731476421595073,0.271081943442222,0.269835907293095,CD,C,D,not bleached,453,y2
206,3,2016-02-11,42,3,0,0.00942425017669412,0.0592827084382297,0.0687069586149238,0.862834123840157,DC,D,D,not bleached,475,y2
206,3,2016-03-31,42,NA,NA,0.00600838740714243,0.0375473570749468,0.0435557444820892,0.862052928297135,DC,D,D,not bleached,524,y2
207,5,2015-10-01,42,1,0,0.00166344923349334,0.037328081473017,0.0389915307065104,0.95733819105451,DC,D,D,bleached,342,y2
207,5,2015-10-21,42,2,0,0.16828092434421,0.291123896594739,0.459404820938949,0.633697957282488,DC,D,D,bleached,362,y2
207,5,2015-11-04,42,2,0,0.00253138656683426,0.131647786683302,0.134179173250136,0.981134281084626,DC,D,D,bleached,376,y2
207,5,2015-12-04,42,NA,NA,5.89067936244782e-05,0.133832941803448,0.133891848597073,0.99956004197237,DC,D,D,bleached,406,y2
207,5,2015-12-17,42,3,0,0.00262101904653485,0.0239804937109006,0.0266015127574354,0.901471052776792,DC,D,D,bleached,419,y2
207,5,2016-01-20,42,3,0,0.00136886278467326,0.163987206427369,0.165356069212042,0.991721726385997,DC,D,D,bleached,453,y2
207,5,2016-02-11,42,3,0,0.000241597568055913,0.0659220616109996,0.0661636591790555,0.996348485391322,DC,D,D,bleached,475,y2
207,5,2016-03-31,42,NA,NA,0.000529545970773979,0.0520558882328392,0.0525854342036132,0.989929797503933,DC,D,D,bleached,524,y2
